comparison,control_id,hebrew,first_reference,first_value,first_base12,full_value,full_base12,first_palindrome,full_palindrome,completion_hit
all_three_word_controls,C0257067,וגשם מטר וגשם,Job.37.6,349,251,947,66B,no,no,no
all_three_word_controls,C0257203,והוא לוי והוא,Judg.17.7,18,16,82,6A,no,no,no
all_three_word_controls,C0258281,ויהי ערב ויהי,Gen.1.5,31,27,334,23A,no,no,no
all_three_word_controls,C0259378,וכי תאכלו וכי,Zech.7.6,36,30,529,381,no,no,no
all_three_word_controls,C0259397,וכל אנשיו וכל,2Sam.15.22,56,48,479,33B,no,no,no
all_three_word_controls,C0259417,וכל הגלעד וכל,Deut.3.10,56,48,224,168,no,no,no
all_three_word_controls,C0259422,וכל הכרתי וכל,2Sam.15.18,56,48,747,523,no,no,no
all_three_word_controls,C0259424,וכל הלילה וכל,Num.11.32,56,48,192,140,no,no,no
all_three_word_controls,C0259446,וכל הפלתי וכל,2Sam.15.18,56,48,637,451,no,no,no
all_three_word_controls,C0259461,וכל יהודה וכל,Jer.17.20,56,48,142,BA,no,no,no
all_three_word_controls,C0259491,וכל עבדיו וכל,Exod.12.30,56,48,204,150,no,no,no
all_three_word_controls,C0259510,וכל צורתי וכל,Ezek.43.11,56,48,818,582,no,no,no
all_three_word_controls,C0259526,וכלי זהב וכלי,2Sam.8.10,66,56,146,102,no,no,no
all_three_word_controls,C0259600,ולא באפים ולא,Dan.11.20,37,31,207,153,no,no,no
all_three_word_controls,C0259604,ולא דברתי ולא,Jer.19.5,37,31,690,496,no,no,no
all_three_word_controls,C0259625,ולא יאספו ולא,Jer.25.33,37,31,231,173,no,no,no
all_three_word_controls,C0259648,ולא יומים ולא,Num.11.19,37,31,180,130,no,no,no
all_three_word_controls,C0259670,ולא ילדתי ולא,Isa.23.4,37,31,528,380,no,no,no
all_three_word_controls,C0259694,ולא יפקדו ולא,Jer.3.16,37,31,274,1AA,no,no,no
all_three_word_controls,C0259698,ולא יצמאו ולא,Isa.49.10,37,31,221,165,no,no,no
all_three_word_controls,C0259711,ולא ישבעו ולא,Amos.4.8,37,31,462,326,no,no,no
all_three_word_controls,C0259718,ולא יתגדד ולא,Jer.16.6,37,31,495,353,no,yes,yes
all_three_word_controls,C0259728,ולא מהמהם ולא,Ezek.7.11,37,31,204,150,no,no,no
all_three_word_controls,C0259733,ולא נחמתי ולא,Jer.4.28,37,31,582,406,no,no,no
all_three_word_controls,C0259777,ולא שמעתם ולא,Jer.25.4,37,31,924,650,no,no,no
all_three_word_controls,C0259779,ולא שקטתי ולא,Job.3.26,37,31,893,625,no,no,no
all_three_word_controls,C0259793,ולא תוסיף ולא,Job.20.9,37,31,630,446,no,no,no
all_three_word_controls,C0259801,ולא תכחשו ולא,Lev.19.11,37,31,808,574,no,no,no
all_three_word_controls,C0259810,ולא תעבדם ולא,Exod.23.24,37,31,590,412,no,no,no
all_three_word_controls,C0260040,ומה עוננו ומה,Jer.16.10,51,43,284,1B8,no,no,no
all_three_word_controls,C0260122,ומן האמרי ומן,Judg.10.11,96,80,448,314,no,no,no
all_three_word_controls,C0260129,ומן השפלה ומן,Jer.17.26,96,80,612,430,no,no,no
all_three_word_controls,C0260445,ועד הגדול ועד,1Sam.30.19,80,68,208,154,no,no,no
all_three_word_controls,C0260493,ועל אגפיו ועל,Ezek.38.22,106,8A,312,220,no,no,no
all_three_word_controls,C0260497,ועל אלהיה ועל,Jer.46.25,106,8A,263,19B,no,no,no
all_three_word_controls,C0260498,ועל אפרים ועל,2Sam.2.9,106,8A,543,393,no,yes,yes
all_three_word_controls,C0260502,ועל בגדיו ועל,Exod.29.21,106,8A,237,179,no,no,no
all_three_word_controls,C0260507,ועל בנימן ועל,2Sam.2.9,106,8A,364,264,no,no,no
all_three_word_controls,C0260512,ועל דיבון ועל,Jer.48.22,106,8A,284,1B8,no,no,no
all_three_word_controls,C0260518,ועל הבהמה ועל,Exod.9.22,106,8A,269,1A5,no,no,no
all_three_word_controls,C0260522,ועל ההרים ועל,Hag.1.11,106,8A,472,334,no,no,no
all_three_word_controls,C0260523,ועל היצהר ועל,Hag.1.11,106,8A,522,376,no,no,no
all_three_word_controls,C0260524,ועל הכרים ועל,1Sam.15.9,106,8A,487,347,no,no,no
all_three_word_controls,C0260525,ועל המקדש ועל,2Chr.29.21,106,8A,661,471,no,no,no
all_three_word_controls,C0260530,ועל הנשים ועל,Jer.44.20,106,8A,617,435,no,no,no
all_three_word_controls,C0260544,ועל יהודה ועל,Jer.9.25,106,8A,242,182,no,no,no
all_three_word_controls,C0260548,ועל ישביה ועל,Jer.25.9,106,8A,539,38B,no,no,no
all_three_word_controls,C0260549,ועל ישראל ועל,1Chr.29.30,106,8A,753,529,no,no,no
all_three_word_controls,C0260564,ועל מלכיה ועל,Jer.46.25,106,8A,317,225,no,no,no
all_three_word_controls,C0260565,ועל מצרים ועל,Jer.46.25,106,8A,592,414,no,yes,yes
all_three_word_controls,C0260578,ועל קריות ועל,Jer.48.24,106,8A,928,654,no,no,no
all_three_word_controls,C0260582,ועל שלשים ועל,Deut.5.9,106,8A,892,624,no,no,no
all_three_word_controls,C0260594,ועלי הדס ועלי,Neh.8.15,116,98,301,211,no,no,no
all_three_word_controls,C0261556,זהב וויהם זהב,Exod.26.32,14,12,95,7B,no,no,no
all_three_word_controls,C0261583,זוחת ובן זוחת,1Chr.4.20,421,2B1,900,630,no,no,no
all_three_word_controls,C0261945,חכמה קנה חכמה,Prov.4.7,73,61,301,211,no,no,no
all_three_word_controls,C0262737,ידו ותדבק ידו,2Sam.23.10,20,18,552,3A0,no,no,no
all_three_word_controls,C0263118,יום וקרוב יום,Ezek.30.3,56,48,426,2B6,no,no,no
all_three_word_controls,C0263129,יום ליהוה יום,Ezek.30.3,56,48,168,120,no,no,no
all_three_word_controls,C0263892,יצחק בני יצחק,1Chr.1.34,208,154,478,33A,no,no,no
all_three_word_controls,C0264199,ישוב ולא ישוב,Jer.8.4,318,226,673,481,no,no,no
all_three_word_controls,C0264793,כויה תחת כויה,Exod.21.25,41,35,890,622,no,no,no
all_three_word_controls,C0265081,כי מאסתיהו כי,1Sam.16.7,30,26,582,406,no,no,no
all_three_word_controls,C0265955,כעל גמלות כעל,Isa.59.18,120,A0,719,4BB,no,no,no
all_three_word_controls,C0267133,להם ויחבק להם,Gen.48.10,75,63,276,1B0,no,no,no
all_three_word_controls,C0267136,להם ויראה להם,Ezek.1.18,75,63,372,270,no,no,no
all_three_word_controls,C0267662,לישע עמך לישע,Hab.3.13,410,2A2,950,672,yes,no,no
all_three_word_controls,C0267856,לכל קראיו לכל,Ps.145.18,80,68,477,339,no,no,no
all_three_word_controls,C0267873,לכם בנקור לכם,1Sam.11.2,90,76,538,38A,no,no,no
all_three_word_controls,C0268034,למטה אלף למטה,Num.31.4,84,70,279,1B3,no,no,no
all_three_word_controls,C0268699,לשנה יום לשנה,Ezek.4.6,385,281,826,58A,no,no,no
all_three_word_controls,C0269164,מואב בין מואב,Num.21.13,49,41,160,114,no,no,no
all_three_word_controls,C0269263,מזה והאמה מזה,Exod.26.13,52,44,161,115,yes,no,no
all_three_word_controls,C0269687,מלך האמרי מלך,Judg.11.19,90,76,436,304,no,no,no
all_three_word_controls,C0269722,מלך יהודה מלך,1Kgs.15.33,90,76,210,156,no,no,no
all_three_word_controls,C0269732,מלך ירמות מלך,Josh.10.5,90,76,836,598,no,no,no
all_three_word_controls,C0269874,ממנו יתד ממנו,Zech.10.4,136,B4,686,492,no,no,no
all_three_word_controls,C0269886,ממנו פנה ממנו,Zech.10.4,136,B4,407,29B,no,no,no
all_three_word_controls,C0270101,מעוז לדל מעוז,Isa.25.4,123,A3,310,21A,no,no,no
all_three_word_controls,C0270269,מפה ושלשה מפה,Ezek.40.10,125,A5,891,623,no,no,no
all_three_word_controls,C0270275,מפו ושלשה מפו,Ezek.40.21,126,A6,893,625,no,no,no
all_three_word_controls,C0270594,משגב לדך משגב,Ps.9.10,345,249,744,520,no,no,no
all_three_word_controls,C0270627,משה והשיב משה,Exod.34.35,345,249,1013,705,no,no,no
all_three_word_controls,C0270633,משה ויברח משה,Exod.2.15,345,249,916,644,no,no,no
all_three_word_controls,C0271343,נפשו תחת נפשו,2Kgs.10.24,436,304,1680,B80,no,no,no
all_three_word_controls,C0271499,נשיא אחד נשיא,Josh.22.14,361,261,735,513,no,no,no
all_three_word_controls,C0271633,סביב בהם סביב,Ezek.46.23,74,62,195,143,no,no,no
all_three_word_controls,C0271865,עבדך אני עבדך,Ps.116.16,96,80,253,191,no,yes,yes
all_three_word_controls,C0272161,עולם ועד עולם,Jer.7.7,146,102,372,270,no,no,no
all_three_word_controls,C0272468,על היהודים על,Esth.9.25,100,84,280,1B4,no,no,no
all_three_word_controls,C0272638,על משכבותם על,Hos.7.14,100,84,1008,700,no,no,no
all_three_word_controls,C0272907,עליו חפף עליו,Deut.33.12,116,98,400,294,no,no,no
all_three_word_controls,C0273228,עמך ועשתה עמך,Deut.20.12,130,AA,1041,729,yes,no,no
all_three_word_controls,C0273259,עמלק ואת עמלק,1Sam.15.20,240,180,887,61B,no,no,no
all_three_word_controls,C0273687,עשר לעשתי עשר,1Chr.27.14,570,3B6,1950,1166,no,no,no
all_three_word_controls,C0273688,עשר לשנים עשר,1Chr.27.15,570,3B6,1570,AAA,no,yes,yes
all_three_word_controls,C0273755,עתה ארומם עתה,Isa.33.10,475,337,1237,871,no,no,no
all_three_word_controls,C0273994,פניו ועז פניו,Eccl.8.1,146,102,375,273,no,no,no
all_three_word_controls,C0274313,צדק ואיפת צדק,Ezek.45.10,194,142,885,619,no,no,no
all_three_word_controls,C0274583,קול מהיכל קול,Isa.66.6,136,B4,377,275,no,no,no
all_three_word_controls,C0275332,רשע אצרות רשע,Mic.6.10,570,3B6,1837,1091,no,no,no
all_three_word_controls,C0276344,שני אדנים שני,Exod.36.30,360,260,825,589,no,no,no
all_three_word_controls,C0276406,שנים שבע שנים,Lev.25.8,400,294,1172,818,no,yes,yes
all_three_word_controls,C0276605,שרי אלפים שרי,Exod.18.21,510,366,1181,825,no,no,no
all_three_word_controls,C0276614,שרי זבלון שרי,Ps.68.28,510,366,1115,78B,no,no,no
all_three_word_controls,C0276618,שרי ישראל שרי,1Chr.28.1,510,366,1561,AA1,no,no,no
all_three_word_controls,C0277297,תעשו ככה תעשו,Num.15.12,776,548,1597,B11,no,no,no
all_three_word_controls,C0277606,אביו ערות אביו,Lev.20.11,19,17,714,4B6,no,no,no
all_three_word_controls,C0277683,אבנר ויען אבנר,1Sam.26.14,253,191,642,456,yes,no,no
all_three_word_controls,C0277916,אהרן ונשא אהרן,Exod.28.38,256,194,869,605,no,no,no
all_three_word_controls,C0278028,אותה ויכו אותה,Josh.19.47,412,2A4,866,602,no,no,no
all_three_word_controls,C0278056,אותם וענו אותם,Judg.19.24,447,313,1026,716,yes,no,no
all_three_word_controls,C0278155,אחד לעקרון אחד,1Sam.6.17,13,11,482,342,yes,no,no
all_three_word_controls,C0278185,אחות אשתו אחות,1Kgs.11.19,415,2A7,1537,A81,no,no,no
all_three_word_controls,C0278456,איכה תרעה איכה,Song.1.7,36,30,747,523,no,no,no
all_three_word_controls,C0278745,אלהי אביך אלהי,Exod.3.6,46,3A,125,A5,no,no,no
all_three_word_controls,C0278749,אלהי אבתם אלהי,Exod.4.5,46,3A,535,387,no,no,no
all_three_word_controls,C0278887,אלוף אומר אלוף,Gen.36.15,117,99,481,341,yes,no,no
all_three_word_controls,C0278888,אלוף יעוש אלוף,Gen.36.18,117,99,620,438,yes,no,no
all_three_word_controls,C0278889,אלוף עלוה אלוף,Gen.36.40,117,99,345,249,yes,no,no
all_three_word_controls,C0278890,אלוף עליה אלוף,1Chr.1.51,117,99,349,251,yes,no,no
all_three_word_controls,C0278891,אלוף שובל אלוף,Gen.36.29,117,99,572,3B8,yes,no,no
all_three_word_controls,C0278892,אלוף תמנע אלוף,1Chr.1.51,117,99,794,562,yes,no,no
all_three_word_controls,C0279533,אנשי העיר אנשי,Judg.19.22,361,261,1007,6BB,no,no,no
all_three_word_controls,C0279837,ארנן ויבט ארנן,1Chr.21.21,301,211,629,445,no,no,no
all_three_word_controls,C0280134,אשר במכפלה אשר,Gen.23.17,501,359,1179,823,no,no,no
all_three_word_controls,C0280144,אשר בענתות אשר,Jer.32.8,501,359,1930,114A,no,no,no
all_three_word_controls,C0280409,אשר סביבתם אשר,2Kgs.17.15,501,359,1516,A64,no,no,no
all_three_word_controls,C0281164,אתו המצאים אתו,Num.15.33,407,29B,1000,6B4,no,no,no
all_three_word_controls,C0281240,אתכם ואצל אתכם,Josh.24.10,461,325,1049,735,no,no,no
all_three_word_controls,C0281604,באש תעבירו באש,Num.31.23,303,213,1294,8BA,no,no,no
all_three_word_controls,C0282150,ביד מאהביה ביד,Ezek.23.9,16,14,95,7B,no,no,no
all_three_word_controls,C0282231,ביום ההוא ביום,Ezek.38.18,58,4A,133,B1,no,no,no
all_three_word_controls,C0282295,ביום השבת ביום,Lev.24.8,58,4A,823,587,no,no,no
all_three_word_controls,C0282710,בלהן ובני בלהן,1Chr.7.10,87,73,242,182,no,no,no
all_three_word_controls,C0282912,בנו אבישוע בנו,1Chr.6.35,58,4A,505,361,no,no,no
all_three_word_controls,C0282913,בנו אוריאל בנו,1Chr.6.9,58,4A,364,264,no,no,no
all_three_word_controls,C0282914,בנו אחזיהו בנו,1Chr.3.11,58,4A,153,109,no,no,no
all_three_word_controls,C0282915,בנו אחיטוב בנו,1Chr.6.37,58,4A,152,108,no,no,no
all_three_word_controls,C0282916,בנו אחימעץ בנו,1Chr.6.38,58,4A,335,23B,no,no,no
all_three_word_controls,C0282917,בנו אלישמע בנו,1Chr.7.26,58,4A,567,3B3,no,yes,yes
all_three_word_controls,C0282923,בנו ואביסף בנו,1Chr.6.8,58,4A,275,1AB,no,no,no
all_three_word_controls,C0282926,בנו ואלעדה בנו,1Chr.7.20,58,4A,232,174,no,no,no
all_three_word_controls,C0282932,בנו ושותלח בנו,1Chr.7.21,58,4A,866,602,no,no,no
all_three_word_controls,C0282933,בנו ושלמות בנו,1Chr.26.25,58,4A,898,62A,no,no,no
all_three_word_controls,C0282934,בנו חזקיהו בנו,1Chr.3.13,58,4A,252,190,no,no,no
all_three_word_controls,C0282935,בנו יאשיהו בנו,1Chr.3.14,58,4A,448,314,no,no,no
all_three_word_controls,C0282936,בנו יהושפט בנו,1Chr.3.10,58,4A,526,37A,no,no,no
all_three_word_controls,C0282939,בנו עמיהוד בנו,1Chr.7.26,58,4A,251,18B,no,no,no
all_three_word_controls,C0282965,בני אבשלום בני,2Sam.19.1,62,52,503,35B,no,no,no
all_three_word_controls,C0283022,בני השערים בני,Ezra.2.42,62,52,749,525,no,yes,yes
all_three_word_controls,C0283123,בני מעונים בני,Neh.7.52,62,52,340,244,no,no,no
all_three_word_controls,C0283124,בני מעינים בני,Ezra.2.50,62,52,344,248,no,no,no
all_three_word_controls,C0283194,בניו ובני בניו,Gen.46.7,68,58,204,150,no,no,no
all_three_word_controls,C0283229,בנים ובני בנים,1Chr.8.40,102,86,272,1A8,no,no,no
all_three_word_controls,C0283451,בערב ביער בערב,Isa.21.13,274,1AA,830,592,no,no,no
all_three_word_controls,C0284039,בתוך העיר בתוך,Ezek.9.4,428,2B8,1141,7B1,no,no,no
all_three_word_controls,C0284718,דמות הכסא דמות,Ezek.1.26,450,316,986,6A2,no,no,no
all_three_word_controls,C0284734,דמשק וראש דמשק,Isa.7.8,444,310,1395,983,no,no,no
all_three_word_controls,C0284882,האדמה על האדמה,Isa.24.21,55,47,210,156,no,no,no
all_three_word_controls,C0285236,הארץ מזרע הארץ,Lev.27.30,296,208,909,639,no,no,no
all_three_word_controls,C0285273,האשם אליו האשם,Num.5.8,346,24A,739,517,no,no,no
all_three_word_controls,C0285778,ההיא ובעת ההיא,Dan.12.1,21,19,520,374,no,no,no
all_three_word_controls,C0286291,החמה ואור החמה,Isa.30.26,58,4A,329,235,no,no,no
all_three_word_controls,C0286595,הילק ויתר הילק,Joel.1.4,145,101,906,636,yes,yes,no
all_three_word_controls,C0286663,הירדן מי הירדן,Josh.3.13,269,1A5,588,410,no,no,no
all_three_word_controls,C0286936,הלוא תדעו הלוא,Isa.40.21,42,36,564,3B0,no,no,no
all_three_word_controls,C0287279,המלך וישק המלך,2Sam.14.33,95,7B,606,426,no,no,no
all_three_word_controls,C0287524,הנגע והנה הנגע,Lev.14.37,128,A8,322,22A,no,no,no
all_three_word_controls,C0287838,העולם עד העולם,Neh.9.5,151,107,376,274,no,no,no
all_three_word_controls,C0288115,הפרד ויבא הפרד,2Sam.18.9,289,201,597,419,no,no,no
all_three_word_controls,C0288472,השבת ביום השבת,Lev.24.8,707,4AB,1472,A28,no,no,no
all_three_word_controls,C0288681,הששי לחדש הששי,1Chr.27.9,615,433,1572,AB0,no,no,no
all_three_word_controls,C0288883,ואין דורש ואין,Ezek.34.6,67,57,644,458,no,no,no
all_three_word_controls,C0288885,ואין יודע ואין,1Sam.26.12,67,57,224,168,no,no,no
all_three_word_controls,C0288899,ואין מצבה ואין,Hos.3.4,67,57,271,1A7,no,no,no
all_three_word_controls,C0288961,ואל אהליאב ואל,Exod.36.2,37,31,123,A3,no,no,no
all_three_word_controls,C0288972,ואל האשורי ואל,2Sam.2.9,37,31,596,418,no,no,no
all_three_word_controls,C0288976,ואל הכהנים ואל,Jer.27.16,37,31,204,150,no,no,no
all_three_word_controls,C0288981,ואל הסגנים ואל,Neh.4.8,37,31,242,182,no,no,no
all_three_word_controls,C0288986,ואל חסידיו ואל,Ps.85.9,37,31,172,124,no,no,no
all_three_word_controls,C0289002,ואל ענניכם ואל,Jer.27.9,37,31,314,222,no,yes,yes
all_three_word_controls,C0289007,ואל קסמיכם ואל,Jer.27.9,37,31,344,248,no,no,no
all_three_word_controls,C0289091,ואמה רחבו ואמה,Exod.25.23,52,44,320,228,yes,no,no
all_three_word_controls,C0289236,ואפס עצור ואפס,2Kgs.14.26,147,103,660,470,no,no,no
all_three_word_controls,C0289351,ואת אבימאל ואת,1Chr.1.22,407,29B,898,62A,no,no,no
all_three_word_controls,C0289352,ואת אבינדב ואת,1Chr.8.33,407,29B,883,617,no,no,no
all_three_word_controls,C0289353,ואת אביעזר ואת,1Chr.7.18,407,29B,1104,780,no,no,no
all_three_word_controls,C0289354,ואת אדורים ואת,2Chr.11.9,407,29B,1075,757,no,yes,yes
all_three_word_controls,C0289356,ואת אהליהם ואת,Deut.11.6,407,29B,905,635,no,no,no
all_three_word_controls,C0289372,ואת אשקלון ואת,Jer.25.20,407,29B,1301,905,no,no,no
all_three_word_controls,C0289379,ואת בנותיה ואת,2Chr.13.19,407,29B,1287,8B3,no,no,no
all_three_word_controls,C0289395,ואת בעשתרה ואת,Josh.21.27,407,29B,1791,1053,no,no,no
all_three_word_controls,C0289409,ואת האבנים ואת,1Kgs.18.38,407,29B,922,64A,no,no,no
all_three_word_controls,C0289414,ואת הארגמן ואת,Exod.28.5,407,29B,1113,789,no,no,no
all_three_word_controls,C0289415,ואת הארודי ואת,1Chr.1.16,407,29B,1040,728,no,no,no
all_three_word_controls,C0289418,ואת הארנבת ואת,Deut.14.7,407,29B,1472,A28,no,no,no
all_three_word_controls,C0289422,ואת הבגדים ואת,Lev.8.2,407,29B,878,612,no,no,no
all_three_word_controls,C0289425,ואת הבצלים ואת,Num.11.5,407,29B,991,6A7,no,no,no
all_three_word_controls,C0289426,ואת הבשמים ואת,2Kgs.20.13,407,29B,1211,84B,no,no,no
all_three_word_controls,C0289427,ואת הגדרות ואת,2Chr.28.18,407,29B,1432,9B4,no,no,no
all_three_word_controls,C0289428,ואת הגללים ואת,2Kgs.23.24,407,29B,932,658,no,no,no
all_three_word_controls,C0289429,ואת הגרגשי ואת,Gen.15.21,407,29B,1335,933,no,no,no
all_three_word_controls,C0289441,ואת היבוסי ואת,1Chr.1.14,407,29B,907,637,no,no,no
all_three_word_controls,C0289446,ואת הכהנים ואת,Jer.13.13,407,29B,944,668,no,no,no
all_three_word_controls,C0289451,ואת הכנעני ואת,Gen.15.21,407,29B,1019,70B,no,no,no
all_three_word_controls,C0289455,ואת הלפידם ואת,Exod.20.18,407,29B,983,69B,no,no,no
all_three_word_controls,C0289457,ואת המגנות ואת,2Chr.23.9,407,29B,1318,91A,no,no,no
all_three_word_controls,C0289461,ואת המזרקת ואת,Jer.52.18,407,29B,1566,AA6,no,no,no
all_three_word_controls,C0289462,ואת המחתות ואת,2Kgs.25.15,407,29B,1673,B75,no,no,no
all_three_word_controls,C0289463,ואת המכנות ואת,2Kgs.25.13,407,29B,1335,933,no,no,no
all_three_word_controls,C0289467,ואת המלקוח ואת,Num.31.12,407,29B,1003,6B7,no,no,no
all_three_word_controls,C0289471,ואת המנקית ואת,Num.4.7,407,29B,1419,9A3,no,no,no
all_three_word_controls,C0289472,ואת המנרות ואת,Jer.52.19,407,29B,1515,A63,no,no,no
all_three_word_controls,C0289474,ואת המערות ואת,Judg.6.2,407,29B,1535,A7B,no,no,no
all_three_word_controls,C0289484,ואת הנתחים ואת,Lev.8.20,407,29B,1327,927,no,no,no
all_three_word_controls,C0289485,ואת הסגנים ואת,Neh.7.5,407,29B,982,69A,no,no,no
all_three_word_controls,C0289487,ואת הסירות ואת,1Kgs.7.45,407,29B,1495,A47,no,no,no
all_three_word_controls,C0289490,ואת העליון ואת,1Chr.7.24,407,29B,985,6A1,no,no,no
all_three_word_controls,C0289492,ואת הפסחים ואת,2Sam.5.8,407,29B,1017,709,no,no,no
all_three_word_controls,C0289500,ואת השערים ואת,Neh.12.30,407,29B,1439,9BB,no,no,no
all_three_word_controls,C0289502,ואת התבונה ואת,1Kgs.7.14,407,29B,1282,8AA,no,no,no
all_three_word_controls,C0289503,ואת התירוש ואת,Hos.2.24,407,29B,1735,1007,no,no,no
all_three_word_controls,C0289505,ואת התנשמת ואת,Lev.11.18,407,29B,2009,11B5,no,no,no
all_three_word_controls,C0289508,ואת התרפים ואת,2Kgs.23.24,407,29B,1549,A91,no,no,no
all_three_word_controls,C0289520,ואת חמריהם ואת,Gen.34.28,407,29B,1117,791,no,no,no
all_three_word_controls,C0289524,ואת חצרמות ואת,1Chr.1.20,407,29B,1558,A9A,no,yes,yes
all_three_word_controls,C0289548,ואת מגרשיה ואת,1Chr.6.42,407,29B,1372,964,no,no,no
all_three_word_controls,C0289553,ואת מחתתיה ואת,Num.4.9,407,29B,1677,B79,no,no,no
all_three_word_controls,C0289558,ואת מלכיהם ואת,Neh.9.24,407,29B,959,67B,no,no,no
all_three_word_controls,C0289560,ואת מלקחיה ואת,Num.4.9,407,29B,1007,6BB,no,no,no
all_three_word_controls,C0289575,ואת סוסיהם ואת,2Kgs.7.7,407,29B,995,6AB,no,no,no
all_three_word_controls,C0289576,ואת סריסיו ואת,2Kgs.24.15,407,29B,1160,808,no,yes,yes
all_three_word_controls,C0289577,ואת עבדיכם ואת,1Sam.8.16,407,29B,960,680,no,no,no
all_three_word_controls,C0289579,ואת עדותיו ואת,2Kgs.23.3,407,29B,1310,912,no,no,no
all_three_word_controls,C0289589,ואת עשתרות ואת,1Chr.6.56,407,29B,2190,1326,no,no,no
all_three_word_controls,C0289592,ואת פרמשתא ואת,Esth.9.9,407,29B,1835,108B,no,no,no
all_three_word_controls,C0289594,ואת פתרסים ואת,1Chr.1.12,407,29B,1604,B18,no,no,no
all_three_word_controls,C0289603,ואת קריתים ואת,1Chr.6.61,407,29B,1574,AB2,no,no,no
all_three_word_controls,C0289764,וביד אשתו וביד,Gen.19.16,22,1A,751,527,no,no,no
all_three_word_controls,C0289777,ובין אחיו ובין,Deut.1.16,68,58,161,115,no,no,no
all_three_word_controls,C0289780,ובין האשה ובין,Gen.3.15,68,58,447,313,no,yes,yes
all_three_word_controls,C0289782,ובין הטהר ובין,Lev.11.47,68,58,355,257,no,no,no
all_three_word_controls,C0289783,ובין הטמא ובין,Lev.10.10,68,58,191,13B,no,no,no
all_three_word_controls,C0289788,ובין זרעי ובין,1Sam.20.42,68,58,423,2B3,no,no,no
all_three_word_controls,C0289820,ובכל הארץ ובכל,Gen.1.26,58,4A,412,2A4,no,no,no
all_three_word_controls,C0289830,ובכל נפשו ובכל,2Kgs.23.25,58,4A,552,3A0,no,no,no
all_three_word_controls,C0289831,ובכל נפשך ובכל,Deut.6.5,58,4A,566,3B2,no,no,no
all_three_word_controls,C0289920,ובעד ביתו ובעד,Job.1.10,82,6A,582,406,no,no,no
all_three_word_controls,C0290225,והוא לקחה והוא,1Chr.2.21,18,16,179,12B,no,no,no
all_three_word_controls,C0290840,וחלב נבלה וחלב,Lev.7.24,46,3A,179,12B,no,no,no
all_three_word_controls,C0290921,וחרשי עץ וחרשי,2Sam.5.11,524,378,1208,848,no,yes,yes
all_three_word_controls,C0292935,וכל אחיתיו וכל,Job.42.11,56,48,547,397,no,no,no
all_three_word_controls,C0292944,וכל גבוריו וכל,Jer.26.21,56,48,339,243,no,no,no
all_three_word_controls,C0292945,וכל גבורתו וכל,1Kgs.15.23,56,48,729,509,no,no,no
all_three_word_controls,C0292989,וכל יתדתיו וכל,Exod.27.19,56,48,942,666,no,yes,yes
all_three_word_controls,C0293155,ולא הזהרתו ולא,Ezek.3.18,37,31,697,4A1,no,no,no
all_three_word_controls,C0293157,ולא הכלמנו ולא,1Sam.25.15,37,31,225,169,no,no,no
all_three_word_controls,C0293165,ולא יאכלון ולא,Deut.4.28,37,31,191,13B,no,no,no
all_three_word_controls,C0293227,ולא ישחיתך ולא,Deut.4.31,37,31,822,586,no,no,no
all_three_word_controls,C0293234,ולא ישמעון ולא,Deut.4.28,37,31,550,39A,no,no,no
all_three_word_controls,C0293243,ולא מהמונם ולא,Ezek.7.11,37,31,255,193,no,no,no
all_three_word_controls,C0293267,ולא צויתים ולא,Jer.14.14,37,31,630,446,no,no,no
all_three_word_controls,C0293271,ולא רצותנו ולא,1Sam.12.4,37,31,826,58A,no,no,no
all_three_word_controls,C0293273,ולא שכחנוך ולא,Ps.44.18,37,31,478,33A,no,no,no
all_three_word_controls,C0293309,ולא תעבדום ולא,2Kgs.17.35,37,31,596,418,no,no,no
all_three_word_controls,C0293317,ולא תשביעו ולא,Josh.23.7,37,31,862,5BA,no,no,no
all_three_word_controls,C0293374,ולו תשתחוו ולו,2Kgs.17.36,42,36,1204,844,no,no,no
all_three_word_controls,C0293602,ומי יועדני ומי,Jer.50.44,56,48,262,19A,no,no,no
all_three_word_controls,C0293603,ומי יעידני ומי,Jer.49.19,56,48,266,1A2,no,no,no
all_three_word_controls,C0293643,ומלך אדמה ומלך,Gen.14.8,96,80,242,182,no,no,no
all_three_word_controls,C0293645,ומלך ארפד ומלך,2Kgs.19.13,96,80,477,339,no,no,no
all_three_word_controls,C0293647,ומלך עמרה ומלך,Gen.14.8,96,80,507,363,no,yes,yes
all_three_word_controls,C0293656,וממטה גד וממטה,1Chr.6.48,100,84,207,153,no,no,no
all_three_word_controls,C0293707,ומפי זרעך ומפי,Isa.59.21,136,B4,569,3B5,no,no,no
all_three_word_controls,C0293906,ונפש נשיך ונפש,2Sam.19.6,436,304,1252,884,no,no,no
all_three_word_controls,C0294123,ועל אגמיהם ועל,Exod.7.19,106,8A,311,21B,no,no,no
all_three_word_controls,C0294146,ועל הכהנים ועל,Lev.16.33,106,8A,342,246,no,no,no
all_three_word_controls,C0294147,ועל הלשכות ועל,1Chr.23.28,106,8A,973,691,no,no,no
all_three_word_controls,C0294149,ועל המכנות ועל,Jer.27.19,106,8A,733,511,no,no,no
all_three_word_controls,C0294155,ועל התירוש ועל,Hag.1.11,106,8A,1133,7A5,no,no,no
all_three_word_controls,C0294184,ועל קריתים ועל,Jer.48.23,106,8A,972,690,no,no,no
